date,hour,trading_MW,net_aFRR,restore_MW,imbalance_MWh,SOC_start_MWh,SOC_end_MWh,SOC_percent,P_dam,P_idm,P_bm_up,P_bm_down,P_imb_up,P_imb_down,is_feasible,trading_revenue,balancing_revenue,restoration_revenue,imbalance_revenue
2023-01-01,16,0,-18.698889197922874,0,0,36.41426988980247,16.864230632745087,11.242820421830057,3980,4000,3980,0.01,0.01,4179,1,-0,74421.57900773303,-0,0
2023-01-01,17,0,33.521813894644424,0,0,16.864230632745087,46.855929349772296,31.237286233181532,3980,4000,3980,0.01,0.01,4179,1,-0,-0.33521813894644426,-0,0
2023-01-01,18,0,25.281357842811605,-25.040795559108023,0,46.855929349772296,43.29433669365416,28.862891129102774,3980,4000,3980,0.01,0.01,4179,1,-0,-0.2528135784281161,100163.1822364321,0
2023-01-01,19,-35,33.41035327585452,0,0,43.29433669365416,36.593156243367496,24.395437495578328,3980,4000,3980,0.02,0.02,4179,1,139300,-0.6682070655170904,-0,0
2023-01-01,20,-35,38.69467579154787,0,0,36.593156243367496,34.61981687329155,23.0798779155277,3980,4000,3980,0.02,0.02,4179,1,139300,-0.7738935158309574,-0,0
2023-01-01,21,0,35.65924123320885,-33.11257390607905,0,34.61981687329155,31.904037857422104,21.269358571614735,3909,3987.18,3909,0.02,0.02,4104.45,1,-0,-0.7131848246641771,132025.79242684026,0
2023-01-01,22,0,4.0011217719310705,-19.592005883689172,0,31.904037857422104,15,10,3909,3987.18,3909,0.01,0.01,4104.45,1,-0,-0.0400112177193107,78116.85401932779,0
2023-01-01,23,0,31.37593998501695,-35,0,15,6.478646253707289,4.319097502471527,1949,1987.98,1949,0.01,0.01,2046.45,0,-0,-0.3137593998501695,69579.3,0
2023-01-02,0,0,36.21120862139479,0,0,6.478646253707289,38.876524917600236,25.91768327840016,1995,2000,1995,0.01,0.01,2094.75,1,-0,-0.3621120862139479,-0,0
2023-01-02,1,0,38.04961494174153,-34.744527319355534,0,38.876524917600236,36.593156243367496,24.395437495578328,1994,2000,1994,0.01,0.01,2093.7,1,-0,-0.38049614941741533,69489.05463871107,0
2023-01-02,2,0,39.45741710109314,-35,0,36.593156243367496,35.302235421011225,23.534823614007482,1994,2000,1994,0.01,0.01,2093.7,1,-0,-0.39457417101093145,70000,0
