date,hour,net_aFRR,max_aFRR,min_aFRR,trading_MW,restore_MW,imbalance_MWh,is_feasible,SOC_start_MWh,SOC_end_MWh,SOC_percent,P_dam,P_idm,P_bm_up,P_bm_down,P_imb_up,P_imb_down,trading_revenue,balancing_revenue,restoration_revenue,imbalance_revenue
2023-01-02,0,36.21120862139479,36.21120862139479,0.6191582003914425,0,-18.690248160702936,0.26530928484068733,0,137.38049632140587,150,100,1995,2000,1995,0.01,0.01,2094.75,-0,-0.3621120862139479,37380.49632140587,555.7566244200298
2023-01-02,1,38.04961494174153,38.04961494174153,0.4785482254877717,0,-25,8.835126888576296,0,150,150,100,1994,2000,1994,0.01,0.01,2093.7,-0,-0.38049614941741533,50000,18498.10516661219
2023-01-02,2,39.45741710109314,39.45741710109314,0.6543013259979514,0,-25,10.242929047927928,0,150,150,100,1994,2000,1994,0.01,0.01,2093.7,-0,-0.39457417101093145,50000,21445.6205476467
2023-01-02,3,37.591942691585565,37.591942691585565,0.5927828760996612,0,-25,8.377454638420335,0,150,150,100,1970,2000,1970,0.01,0.01,2068.5,-0,-0.37591942691585567,50000,17328.764919572463
2023-01-02,4,38.847112962171884,38.847112962171884,0.6519647675765895,0,-25,9.632624909006681,0,150,150,100,1970,2000,1970,0.01,0.01,2068.5,-0,-0.38847112962171887,50000,19925.08462428032
2023-01-02,5,34.98521367872286,35.015066866233425,0.6508993952405218,0,-25,5.770725625557626,0,150,150,100,1991.51,2000,1991.51,0.01,0.01,2091.09,-0,-0.3498521367872286,50000,12067.106648347297
2023-01-02,6,11.739268400057357,11.739268400057357,-5.01528167467252,0,-25,0,1,150,134.36506077812163,89.57670718541442,1995,2000,1995,0.01,0.01,2094.75,-0,-0.11739268400057357,50000,0
2023-01-02,7,34.660795458911345,34.660795458911345,0.6339623447068825,0,-17.182530389060815,0,1,134.36506077812163,147.41113949789417,98.2740929985961,3997,4000,3997,0.01,0.01,4196.85,-0,-0.3466079545891135,68730.12155624326,0
2023-01-02,8,28.47804369118891,30.210197599105204,0.5668015290803521,0,-23.705569748947084,0,1,147.41113949789417,148.1055997165866,98.7370664777244,3995,4000,3995,0.01,0.01,4194.75,-0,-0.2847804369118891,94822.27899578834,0
2023-01-02,9,12.787068348742704,12.787068348742704,-7.269916048705516,0,-24.052799858293298,0,1,148.1055997165866,134.39843423437495,89.59895615624997,3995,4000,3995,0.01,0.01,4194.75,-0,-0.12787068348742703,96211.1994331732,0
2023-01-02,10,38.35824222409787,38.35824222409787,0.5803234556676247,0,-17.199217117187473,0.8216712659287432,0,134.39843423437495,150,100,3955,4000,3955,0.01,0.01,4152.75,-0,-0.3835824222409787,68796.86846874989,3412.1953495855882
2023-01-02,11,36.76280102132245,36.76280102132245,0.6581921334085107,0,-25,7.5483129681572425,0,150,150,100,3955,4000,3955,0.01,0.01,4152.75,-0,-0.36762801021322455,100000,31346.25667851499
