date,hour,net_aFRR,max_aFRR,min_aFRR,trading_MW,restore_MW,imbalance_MWh,is_feasible,SOC_start_MWh,SOC_end_MWh,SOC_percent,P_dam,P_idm,P_bm_up,P_bm_down,P_imb_up,P_imb_down,trading_revenue,balancing_revenue,restoration_revenue,imbalance_revenue
2023-11-11,14,-21.214418094129947,0.16971203660833004,-21.214418094129947,0,1.4977646174389427,0,1,47.004470765122115,26.16443690249581,17.44295793499721,5515.96,5508.54,6894.95,5515.96,5240.16,7239.7,-0,146272.35203812126,-8250.496305747114,0
2023-11-11,15,-24.798717037531734,-0.2888455001791807,-24.798717037531734,0,11.917781548752094,0,1,26.16443690249581,10.899657077927401,7.266438051951599,5499.99,5497.76,6874.98,5499.99,5224.99,7218.73,-0,170490.6836586899,-65521.10268746732,0
2023-11-11,16,-7.519137662594678,-0.5574680141423407,-7.519137662594678,0,19.5501714610363,0,1,10.899657077927401,20.529639674095858,13.686426449397237,4747,4741.53,5933.75,4747,4509.65,6230.44,-0,44616.68310542117,-92697.72448764744,0
2023-11-11,17,-25.798695464627315,-0.2903656664842102,-25.798695464627315,0,14.735180162952071,0,1,20.529639674095858,6.740067655528808,4.493378437019206,5050,5034.61,6312.49,5050,4797.5,6628.11,-0,162854.00713350528,-74185.88540020012,0
2023-11-11,18,1.5616784605888292,3.5892630715607963,-1.5240520557459398,0,21.629966172235598,0,1,6.740067655528808,27.48944657535976,18.326297716906506,4500,4494.48,5625,4500,4275,5906.25,-0,-7027.553072649732,-97215.45036178944,0
2023-11-11,19,0.29751806800818165,0.36945522505000106,-1.8169447593110128,-35,11.25527671232012,0,0,27.48944657535976,1.2324833995937534,0.8216555997291689,5600,5593.28,6999.98,5600,5320,7349.98,196000,-1666.1011808458172,-62953.91412948588,0
2023-11-11,20,4.690792224600661,4.690792224600661,-2.3761743071171852,-35,24.383758300203123,-9.773410038481357,0,1.2324833995937534,0,0,5300,5291.97,6624.93,5300,5035,6956.18,185500,-24861.198790383503,-129038.11741192592,-49209.11954375363
2023-11-11,21,2.78977684789774,2.797131004029545,0.15939721296018153,0,25,0,1,0,24.863291027599324,16.575527351732884,5500,5496.6,6870,5500,5225,7213.5,-0,-15343.772663437569,-137415,0
2023-11-11,22,15.32612134889517,15.32612134889517,-1.7542307827205998,0,12.568354486200338,0,1,24.863291027599324,49.82025540145259,33.213503600968394,5200,5185.51,6495,5200,4940,6819.75,-0,-79695.83101425489,-65173.32787173672,0
2023-11-11,23,-11.718600331089018,1.1801445934393584,-14.479329171439307,0,0.08987229927370421,0,1,49.82025540145259,37.64864706094528,25.099098040630185,2924.4,2924.16,3655.5,0,2778.18,3838.28,-0,42837.343510295905,-262.8009826441949,0
2023-11-12,0,18.291876064985146,18.291876064985146,-1.772903861689654,0,6.17567646952736,0,1,37.64864706094528,59.53957057315335,39.693047048768904,2906.88,2907.98,3633.59,0,2761.54,3815.27,-0,-0,-17958.743659856173,0
2023-11-12,1,32.58388405613959,32.58388405613959,0.6431597141882689,0,0,0,1,59.53957057315335,88.69211096710899,59.128073978072656,2823,2822.72,3528.73,0,2681.85,3705.17,-0,-0,-0,0
2023-11-12,2,22.825165982342593,22.825165982342593,0.6437120924180861,0,0,0,1,88.69211096710899,109.11360437018305,72.74240291345536,2750,2749.64,3423.94,0,2612.5,3595.14,-0,-0,-0,0
2023-11-12,3,9.271089454257291,9.271089454257291,0.33412776316332043,0,-4.556802185091527,0,1,109.11360437018305,112.64415181250078,75.09610120833386,2050,2024.97,2502.35,0,1947.5,2627.47,-0,-0,9227.38772074479,0
2023-11-12,4,1.2191990191797266,1.2191990191797266,-0.749953569633248,0,-6.32207590625039,0,1,112.64415181250078,107.12511052365873,71.41674034910582,2050,2027.3,2502.2,0,1947.5,2627.31,-0,-0,12816.744484741415,0
2023-11-12,5,16.03679433657462,16.03679433657462,-2.723988392807726,0,-3.5625552618293668,0,1,107.12511052365873,117.7483837987587,78.4989225325058,2150,2117.25,2656.68,0,2042.5,2789.51,-0,-0,7542.8201281082265,0
2023-11-12,6,26.51949495150631,26.51949495150631,0.6091556178656016,0,-8.874191899379348,0,1,117.7483837987587,132.19702975569422,88.13135317046282,2300,2268.35,2874.97,12.76,12.12,2415,-0,-338.3887555812205,20129.773194957143,0
2023-11-12,7,33.97702172653947,33.97702172653947,0.3978820649734564,0,-16.09851487784711,0,1,132.19702975569422,145.76470012936284,97.17646675290855,2900,2889.96,2900,12.35,11.73,3045,-0,-419.61621832276245,46524.06405638303,0
2023-11-12,8,10.359287569821097,10.359287569821097,0.6030317718755308,0,-22.882350064681418,0,1,145.76470012936284,131.10914581142927,87.40609720761952,2650,2649.86,3312.49,0,2517.5,3478.11,-0,-0,60635.02414239671,0
2023-11-12,9,-16.594808469106674,2.56568427531972,-16.594808469106674,0,-15.554572905714636,0,1,131.10914581142927,97.49636478924512,64.99757652616341,3150,3149.68,3937.5,0,2992.5,4134.38,-0,65342.05834710753,48991.927189671274,0
2023-11-12,10,-26.992153014281243,-0.4623225170200124,-26.992153014281243,0,0,0,1,97.49636478924512,69.27556271506009,46.18370847670673,2900,2948.19,3625,0,2755,3806.25,-0,97846.5546767695,-0,0
2023-11-12,11,-5.846201244864697,3.669287068606836,-5.846201244864697,0,0,0,1,69.27556271506009,63.16324969838856,42.10883313225904,2900,3000.44,3625,0,2755,3806.25,-0,21192.479512634527,-0,0
2023-11-12,12,-0.8673200469668724,9.611326298675413,-0.8673200469668724,35,0,0,1,63.16324969838856,93.57067032719817,62.38044688479878,3200,3200.94,4000,0,3040,4200,-112000,3469.2801878674895,-0,0
2023-11-12,13,-8.009568656200198,-0.32281010980750907,-8.009568656200198,35,0,0,1,93.57067032719817,116.51073611924639,77.67382407949759,3700,3770.09,4625,0,3515,4856.25,-129500,37044.25503492592,-0,0
2023-11-12,14,13.337761662110704,13.337761662110704,-0.10712477779133867,0,-8.255368059623194,0,1,116.51073611924639,119.81278268332076,79.87518845554717,5501.19,5496.94,6876.48,5501.19,5226.13,7220.3,-0,-73373.56107798679,45379.26290166512,0
2023-11-12,15,2.7198822741971913,13.044342391956087,0.2725871422264825,0,-9.906391341660381,0,1,119.81278268332076,111.88892170432047,74.59261446954699,4678,4673.21,5847.5,4678,4444.1,6139.88,-0,-12723.609278694461,46294.64708176071,0
2023-11-12,16,-12.709336055082884,-0.13100076890374918,-12.709336055082884,0,-5.944460852160233,0,1,111.88892170432047,92.38602728264067,61.59068485509378,4600,4591.87,5750,4600,4370,6037.5,-0,73078.68231672658,27296.19145320901,0
2023-11-12,17,13.085598778808341,13.085598778808341,-0.38891780567471923,0,0,0,1,92.38602728264067,104.09360782525026,69.39573855016684,4800,4793.41,6000,4800,4560,6300,-0,-62810.874138280036,-0,0
2023-11-12,18,-16.556364171423,2.599450530938393,-16.556364171423,0,-2.04680391262513,0,1,104.09360782525026,84.64364678750168,56.42909785833445,4400,4392.85,5500,4400,4180,5775,-0,91060.0029428265,8991.302567575302,0
2023-11-12,19,5.169656006355117,11.326640852152456,-0.42358325806761193,-35,0,0,1,84.64364678750168,52.675740415772054,35.11716027718137,5600,5586.38,6990,14.53,13.8,5880,196000,-75.11510177233986,-0,0
2023-11-12,20,27.211753492916046,27.211753492916046,-0.17769094166256436,-35,0,0,1,52.675740415772054,40.428722328488604,26.952481552325736,6000,5998.17,7499.9,6000,5700,7874.9,210000,-163270.52095749628,-0,0
2023-11-12,21,13.329971302056148,13.329971302056148,-0.37551999927546764,0,4.785638835755698,0,1,40.428722328488604,56.636613793907756,37.75774252927184,7000,6973.43,7000,4495.7,4270.92,7350,-0,-59927.55198265382,-33372.31742642386,0
2023-11-12,22,13.770561776184227,13.770561776184227,0.6457268713965855,0,0,0,1,56.636613793907756,68.95702525056558,45.97135016704372,7142.99,7092.08,7142.99,15.76,14.97,7500.14,-0,-217.02405359266342,-0,0
2023-11-12,23,18.94056681817567,18.94056681817567,0.6181580550207824,0,0,0,1,68.95702525056558,85.9029988582528,57.26866590550186,2924.26,2921.05,3655.32,0,2778.05,3838.09,-0,-0,-0,0
2023-11-13,0,26.110762458301565,26.110762458301565,0.6484442303266266,0,0,0,1,85.9029988582528,109.26408914359554,72.84272609573036,2899,2891.47,3616.93,2710.23,2754.05,3797.78,-0,-70766.17173736265,-0,0
2023-11-13,1,32.46998338393817,32.46998338393817,0.6607322772645279,0,-4.6320445717977705,0,1,109.26408914359554,133.47183406756545,88.9812227117103,2899,2894.57,3605.99,2899,2754.05,3786.29,-0,-94130.48183003676,13407.777256188674,0
2023-11-13,2,26.10892212485538,26.10892212485538,0.6538095284592926,0,-16.735917033782727,0,1,133.47183406756545,139.3335627672038,92.88904184480253,2789,2654.85,2789,0.01,0.01,2928.45,-0,-0.26108922124855377,44431.34933713807,0
2023-11-13,3,-9.79648896539924,0.669420378447711,-9.79648896539924,0,-19.6667813836019,0,1,139.3335627672038,108.52916118658737,72.35277412439159,2637.99,2631,2637.99,0.01,0.01,2769.89,-0,25843.03992583354,51743.3018202566,0
2023-11-13,4,-6.947337515527864,0.01687762772723563,-7.619510067542373,0,-4.264580593293687,0,1,108.52916118658737,96.80689058247455,64.53792705498303,2750,2747.12,2750,2.55,2.42,2887.5,-0,19105.178167701626,11715.314639448952,0
2023-11-13,5,0.33325798675897433,3.6587236744737393,-0.09351123922122036,0,0,0,1,96.80689058247455,97.10505383716391,64.73670255810927,2879,2873.84,2879,13.47,12.8,3022.95,-0,-4.488985081643384,-0,0
2023-11-13,6,-5.771478700686921,9.235453121565453,-5.872072258541352,0,0,0,1,97.10505383716391,91.07086464146379,60.71390976097585,2923.13,2922.24,3653.9,13.53,2776.97,3836.6,-0,21088.40602443994,-0,0
2023-11-13,7,-2.064414137175595,8.140568260629841,-3.197181691289537,0,0,0,1,91.07086464146379,88.91248095367284,59.27498730244856,5561.38,5560.38,6951.72,5561.38,5283.31,7299.31,-0,14351.229045686328,-0,0
2023-11-13,8,-0.3406324018471211,0.03836404106398805,-5.878022069312888,0,0,0,1,88.91248095367284,88.5563433907487,59.03756226049913,5535.28,5534.91,6919.1,5535.28,5258.52,7265.06,-0,2356.869651620416,-0,0
2023-11-13,9,15.21759870087535,15.21759870087535,-0.17146992719856793,0,0,0,1,88.5563433907487,102.17140720763226,68.11427147175483,3500,3498.46,4375,0,3325,4593.75,-0,-0,-0,0
2023-11-13,10,31.474731106101572,31.474731106101572,0.6553963550250013,0,-1.0857036038161283,0,1,102.17140720763226,129.1964738558859,86.1309825705906,2900,2899.88,3625,0,2755,3806.25,-0,-0,3148.410166634314,0
2023-11-13,11,8.420556100671764,8.420556100671764,-10.86463896833684,0,-14.59823692794295,0,1,129.1964738558859,121.46754761236774,80.97836507491184,2440,2436.32,3050,2440,2318,3202.5,-0,-20546.156885639102,35565.976592285966,0
2023-11-13,12,14.560119695002292,14.86110812020845,0.5208434389688789,35,-10.73377380618387,5.126041645548039,0,121.46754761236774,150,100,2440,2439.52,3050,2440,2318,3202.5,-85400,-35526.69205580559,26185.25587566167,16416.148369867595
2023-11-13,13,-12.805717038380724,-0.13830300511474736,-17.09191659312625,35,-25,0,0,150,141.78763398634268,94.52508932422846,2898,2897.7,3622.5,2898,2753.1,3803.63,-101430,46388.709971534176,72442.5,0
2023-11-13,14,-4.625834130032627,9.561744395610045,-4.625834130032627,0,-20.893816993171342,0,1,141.78763398634268,115.10636024841035,76.73757349894024,5511.79,5510.93,6889.73,0,5236.2,7234.22,-0,31870.74818070969,115144.36288217775,0
2023-11-13,15,-13.354974440153798,4.566862594829683,-13.354974440153798,0,-7.553180124205177,0,1,115.10636024841035,93.24649262743706,62.16432841829137,5526.66,5525.91,6908.32,5526.66,5250.33,7253.74,-0,92260.43702440328,41738.19358014663,0
2023-11-13,16,-32.25618314254837,-0.10567493212426049,-32.25618314254837,0,0,0,1,93.24649262743706,59.52204835458137,39.68136556972092,5572.71,5571.44,6965.87,5572.71,5294.07,7314.16,-0,224692.37846718344,-0,0
2023-11-13,17,27.044571695595046,27.044571695595046,-0.8571395785994381,0,0,0,1,59.52204835458137,83.7186102940567,55.81240686270447,5573.48,5573.83,6966.85,5573.48,5294.81,7315.19,-0,-150732.37945396506,-0,0
2023-11-13,18,-7.545817020114808,3.1214342323071205,-7.583969766280718,0,0,0,1,83.7186102940567,75.82931711688748,50.55287807792499,5542.29,5542.48,6927.86,5542.29,5265.18,7274.25,-0,52276.363900972574,-0,0
2023-11-13,19,31.545213544646803,31.545213544646803,0.15565348875040952,-35,0,0,1,75.82931711688748,67.45941107020712,44.97294071347142,7153.64,7153.06,8942.03,7153.64,6795.96,9389.13,250377.40000000002,-225663.10142152716,-0,0
2023-11-13,20,12.471650376828482,15.719821126574361,0.61667432235603,-35,0,0,1,67.45941107020712,42.02454064578506,28.01636043052337,7151.22,7154.77,8929.02,7151.22,6793.66,9375.47,250292.7,-89187.51560778338,-0,0
2023-11-13,21,3.864871584250955,3.864871584250955,-7.829054128274094,0,3.9877296771074704,0,1,42.02454064578506,49.05020017351235,32.700133449008234,7145.05,7140.84,7145.05,7145.05,6787.8,7502.3,-0,-27614.700713052287,-28475.73958747611,0
2023-11-13,22,21.400999625907787,21.400999625907787,-0.3766570642368553,0,0.4748999132438243,0,1,49.05020017351235,68.62239248399499,45.74826165599666,7120.27,7098.99,7120.27,15.71,14.92,7476.28,-0,-336.20970412301136,-3371.309735118776,0
2023-11-13,23,7.0071025909019715,10.123762561980113,0.5485995933580868,0,0,0,1,68.62239248399499,74.89159111525426,49.9277274101695,2924.44,2927.44,3655.53,0,2778.22,3838.31,-0,-0,-0,0
2023-11-14,0,-0.5061853819081409,1.58120136301985,-6.175746037193504,0,0,0,1,74.89159111525426,74.3623648075893,49.5749098717262,2909.8,2927.71,3637.2,0,2764.31,3819.06,-0,1841.09747107629,-0,0
2023-11-14,1,-8.615687901497918,0.8482802818941798,-8.615687901497918,0,0,0,1,74.3623648075893,65.35450156405776,43.569667709371835,2700,2696.64,3374.91,0,2565,3543.66,-0,29077.171255644334,-0,0
2023-11-14,2,-0.744962465635435,-0.3214458309497625,-9.307745799650956,0,0,0,1,65.35450156405776,64.57562933833084,43.05041955888723,2150,1975.54,2662.5,0,2042.5,2795.63,-0,1983.4625647543457,-0,0
2023-11-14,3,3.6937759718692877,3.6937759718692877,-3.3849824850894636,0,0,0,1,64.57562933833084,67.88042115015452,45.25361410010301,1950,1797.42,2437.42,0,1852.5,2559.29,-0,-0,-0,0
2023-11-14,4,15.837430125336027,15.837430125336027,0.4961513368149136,0,0,0,1,67.88042115015452,82.05004318385166,54.70002878923443,1950,1789.24,2437.5,0,1852.5,2559.38,-0,-0,-0,0
2023-11-14,5,1.0439754849271372,6.308912517499321,0.5412374451279452,0,0,0,1,82.05004318385166,82.98407969841209,55.3227197989414,2150,1973.16,2687.5,0,2042.5,2821.88,-0,-0,-0,0
2023-11-14,6,25.367124516977814,26.65437572268444,0.6049795528866719,0,0,0,1,82.98407969841209,105.679843066756,70.45322871117067,2918.98,2917.73,3648.71,0,2773.03,3831.15,-0,-0,-0,0
2023-11-14,7,-13.633985815831291,0.08310002117452532,-13.633985815831291,0,-2.8399215333780035,0,1,105.679843066756,88.4560640505167,58.97070936701114,5524.49,5522.73,6905.2,5524.49,5248.27,7250.46,-0,94145.39885547823,15684.1198500327,0
2023-11-14,8,-17.192925290620718,-0.43864947758052253,-17.192925290620718,0,0,0,1,88.4560640505167,70.4805382950816,46.9870255300544,5526.27,5525.56,6907.83,5526.27,5249.96,7253.22,-0,118765.80511030852,-0,0
2023-11-14,9,20.54064212725244,20.54064212725244,-0.4769495663952544,0,0,0,1,70.4805382950816,88.85808648119735,59.238724320798234,5523.94,5523.63,6904.92,5523.94,5247.74,7250.17,-0,-113465.27467241483,-0,0
2023-11-14,10,2.939480462296482,3.2578662670857144,-0.8820427696316323,0,0,0,1,88.85808648119735,91.48801613497031,60.99201075664688,3800,3799.99,4750,3800,3610,4987.5,-0,-11170.025756726633,-0,0
2023-11-14,11,-17.001406375216185,-0.26004832366326713,-17.001406375216185,0,0,0,1,91.48801613497031,73.71272699653403,49.14181799768935,3600,3602.99,4500,0,3420,4725,-0,76506.32868847283,-0,0
2023-11-14,12,5.8022538962089545,8.494003856469321,-0.0862377497100278,35,0,0,1,73.71272699653403,110.21817713944102,73.47878475962736,4000,4004.14,5000,4000,3800,5250,-140000,-23209.01558483582,-0,0
2023-11-14,13,-3.0849586774749107,0.11056926221094428,-6.388364475323941,35,-5.109088569720512,0,1,110.21817713944102,132.9653671056651,88.6435780704434,5100,5099.77,6375,0,4845,6693.75,-178500,19666.611568902557,26055.176615203578,0
2023-11-14,14,6.94976263253697,14.776960200373713,0.6260808300497291,0,-16.482683552832555,0,1,132.9653671056651,121.9503094332153,81.3002062888102,5514.98,5513.94,6893.72,5514.98,5239.23,7238.41,-0,-38327.80192318874,90884.52814930552,0
2023-11-14,15,-17.07656624867621,0.3021130272929007,-17.07656624867621,0,-10.975154716607648,0,1,121.9503094332153,92.62170919955874,61.747806133039155,5517.53,5515.9,6896.91,5517.54,5241.65,7241.76,-0,117775.54052615745,60537.85590133612,0
2023-11-14,16,-16.228415957351125,-0.5728604018835366,-16.228415957351125,0,0,0,1,92.62170919955874,75.65459603642422,50.43639735761615,5526.33,5521.94,6907.91,5526.33,5250.01,7253.31,-0,112104.43687594541,-0,0
2023-11-14,17,24.683915876236295,24.683915876236295,-0.32041120308484244,0,0,0,1,75.65459603642422,97.73909809956582,65.15939873304387,5506.23,5493.74,6882.78,5506.23,5230.92,7226.92,-0,-135915.31811520856,-0,0
2023-11-14,18,29.29754097775468,29.29754097775468,0.058470090020509215,0,0,0,1,97.73909809956582,123.95137363203511,82.63424908802341,5502.08,5486.43,6877.6,5502.08,5226.98,7221.48,-0,-161197.41426288447,-0,0
2023-11-14,19,36.498644839627126,36.498644839627126,0.6557644197234153,-35,-11.975686816017557,0,1,123.95137363203511,107.49245782951851,71.66163855301234,4950,4931.4,6187.5,4950,4702.5,6496.88,173250,-180668.29195615428,59056.90196450898,0
2023-11-14,20,21.13773732776796,21.13773732776796,0.6478544718210323,-35,-3.746228914759257,0,1,107.49245782951851,85.89431349994334,57.2628756666289,5300,5281.99,6624.93,5300,5035,6956.18,185500,-112030.0078371702,19787.54366546925,0
2023-11-14,21,-22.43039452792377,0.5767201668034249,-23.358693711715777,0,0,0,1,85.89431349994334,62.4429154553522,41.62861030356814,6000,5954.71,6000,6000,5700,6300,-0,134582.36716754263,-0,0
2023-11-14,22,14.38893510148417,14.38893510148417,0.38536979847826824,0,0,0,1,62.4429154553522,75.31658057916928,50.21105371944619,5250,5040.35,6562.5,5250,4987.5,6890.63,-0,-75541.9092827919,-0,0
2023-11-14,23,13.313053290398887,13.313053290398887,0.4115386033647808,0,0,0,1,75.31658057916928,87.22766285366285,58.151775235775226,2924.34,2882.5,3655.42,2924.34,2778.12,3838.19,-0,-38931.894259245084,-0,0
2023-11-15,0,6.100216322296851,6.100216322296851,-4.069176538629731,0,0,0,1,87.22766285366285,92.68547759549126,61.790318396994174,2700,2686.21,3374.99,2700,2565,3543.74,-0,-16470.584070201498,-0,0
2023-11-15,1,21.382198230638135,21.382198230638135,0.6166437140343414,0,0,0,1,92.68547759549126,111.81595929485735,74.54397286323824,2899,2896.95,3623.73,2899,2754.05,3804.92,-0,-61986.992670619955,-0,0
2023-11-15,2,24.68527803675646,24.68527803675646,0.664959100609789,0,-5.907979647428675,0,1,111.81595929485735,127.72477657723356,85.14985105148904,2500,2498.28,3123,2500,2375,3279.15,-0,-61713.19509189115,14759.787393578112,0
2023-11-15,3,38.70068977480851,38.70068977480851,0.6637206691018105,0,-13.862388288616778,0,1,127.72477657723356,147.85658724033422,98.57105816022282,2300,2296.18,2874.93,2300,2185,3018.68,-0,-89011.58648205957,31830.53874055607,0
2023-11-15,4,36.9262221342652,36.9262221342652,0.6357807122709649,0,-23.92829362016711,6.568409176821245,0,147.85658724033422,150,100,2620,2606.23,2620,5.97,5.67,2751,-0,-220.44954614156325,62362.63668168813,18069.693645435244
2023-11-15,5,33.619245552393,33.66635105241555,0.6624175919265091,0,-25,4.404757499227786,0,150,150,100,2750,2749.06,2750,0.01,0.01,2887.5,-0,-0.33619245552392996,68726.5,12718.737279020233
2023-11-15,6,21.251045279636784,24.285335087054282,0.022002766552940683,0,-25,0,1,150,142.8751714580663,95.25011430537752,2920.37,2919.08,3110.37,5.2,4.94,3066.39,-0,-110.50543545411128,72977,0
2023-11-15,7,8.775345924513195,8.840400384644028,0.2928164861813099,0,-21.437585729033145,0,1,142.8751714580663,128.3130054235867,85.54200361572447,5527.32,5526.28,6908,5527.32,5250.95,7253.4,-0,-48504.145035480266,118470.10126264128,0
2023-11-15,8,-18.224379202246016,0.307047805299888,-18.224379202246016,0,-14.156502711793351,0,1,128.3130054235867,94.45818624705883,62.97212416470589,5532.14,5530.73,6914.99,5532.14,5255.53,7260.74,-0,126021.39993973917,78295.79424319684,0
2023-11-15,9,-1.1998615672795971,10.302662427746485,-1.1998615672795971,0,0,0,1,94.45818624705883,93.203708481291,62.135805654193994,5534.96,5533.51,6918.69,5534.96,5258.21,7264.62,-0,8301.470226921676,-0,0
2023-11-15,10,-14.976552344993582,-0.38589688911308856,-16.510012362474434,0,0,0,1,93.203708481291,77.5454421970818,51.6969614647212,5523.77,5521.4,6904.71,5523.77,5247.58,7249.95,-0,103408.75074200063,-0,0
2023-11-15,11,12.604835132198811,12.604835132198811,-0.9608710199006758,0,0,0,1,77.5454421970818,88.82288735117902,59.21525823411935,5525.3,5524.5,6906.62,5525.3,5249.04,7251.95,-0,-69645.49555593809,-0,0
2023-11-15,12,11.690113242300303,11.690113242300303,-1.8905896062845577,35,0,0,1,88.82288735117902,130.59615814815916,87.0641054321061,5515.59,5515.14,6894.46,5515.59,5239.81,7239.18,-193045.65,-64477.87169809913,-0,0
2023-11-15,13,6.760148211268187,7.422457392083239,0.04885485042158614,35,-15.298079074079581,2.1953925636546288,0,130.59615814815916,150,100,5515.59,5528.95,6894.46,0,5239.81,7239.18,-193045.65,-0,84582.31429663229,15892.841938957316
2023-11-15,14,-8.657590355284476,0.04515272244355913,-8.657590355284476,0,-25,0,1,150,114.81035821010903,76.54023880673935,5522.55,5521.08,6903.16,5522.55,5246.42,7248.32,-0,59764.73143698558,138027,0
2023-11-15,15,24.230514197365775,24.230514197365775,-0.41677236227686965,0,-7.405179105054515,0,1,114.81035821010903,128.74695181833917,85.83130121222611,5524.67,5523.34,6905.83,5524.67,5248.44,7251.12,-0,-133865.59487076077,40901.3219581118,0
2023-11-15,16,-3.435787022794479,4.073184728907766,-5.5969793806832175,0,-14.373475909169585,0,1,128.74695181833917,110.12703350266563,73.41802233511041,5544.39,5552.66,6930.48,5544.39,5267.17,7277,-0,23811.65324573668,79811.02474180958,0
2023-11-15,17,-2.708490732948952,4.888089922190252,-2.708490732948952,0,-5.063516751332813,0,1,110.12703350266563,102.00125395418151,68.00083596945433,5600,5599.91,7000,5600,5320,7350,-0,18959.435130642665,28355.238090956133,0
2023-11-15,18,22.340154420283003,22.340154420283003,-0.23400586932489734,0,-1.0006269770907537,0,1,102.00125395418151,120.94263712665875,80.62842475110584,5600,5598.44,7000,5600,5320,7350,-0,-125104.86475358481,5601.950093623958,0
2023-11-15,19,12.058102507079044,12.058102507079044,0.47531140026643576,-35,-10.471318563329376,0,1,120.94263712665875,84.1898088383552,56.126539225570134,5800,5799.06,7249.97,5800,5510,7612.47,203000,-69936.99454105845,60723.80462786086,0
2023-11-15,20,16.40963886024005,16.40963886024005,0.5783697135678121,-35,0,0,1,84.1898088383552,62.2782252061336,41.51881680408907,5800,5795.49,7249.99,5800,5510,7612.49,203000,-95175.9053893923,-0,0
2023-11-15,21,25.307197464812923,25.307197464812923,0.427293229288191,0,0,0,1,62.2782252061336,84.920372320322,56.613581546881335,5390,5344.52,6736.7,5390,5120.5,7073.54,-0,-136405.79433534166,-0,0
2023-11-15,22,23.566831951592118,23.566831951592118,-0.13835945283793857,0,0,0,1,84.920372320322,106.00542833275586,70.67028555517057,4400,4363.96,5497.9,4400,4180,5772.8,-0,-103694.06058700531,-0,0
2023-11-15,23,-15.184225920828375,2.410814349491443,-17.46760316512133,0,-3.0027141663779275,0,1,106.00542833275586,86.99064146990145,57.99376097993431,2924.54,2921.49,3653.71,2924.54,2778.31,3836.4,-0,55478.75808918984,8772.399409931451,0
2023-11-16,0,-1.7476378932139187,-0.006905413827883382,-15.605271386861626,0,0,0,1,86.99064146990145,85.16345328466697,56.77563552311132,2750,2748.17,3437.26,2750,2612.5,3609.12,-0,6007.085824828475,-0,0
2023-11-16,1,-25.530280320496264,0.6676674022320022,-25.541740889663053,0,0,0,1,85.16345328466697,58.47106652167011,38.98071101444674,2921.47,2920.33,3651.42,2921.47,2775.4,3833.99,-0,93221.77616786647,-0,0
2023-11-16,2,-34.65955044060323,-0.059182167873055004,-34.65955044060323,0,0,0,1,58.47106652167011,22.233856676016664,14.822571117344442,2878,2877.48,3587.13,2878,2734.1,3766.49,-0,124328.31317200109,-0,0
2023-11-16,3,-32.20888126479227,-0.5803026175742365,-32.20888126479227,0,13.883071661991668,0,1,22.233856676016664,0.979940554666868,0.6532937031112453,2490,2488.76,3102.13,2490,2365.5,3257.24,-0,99916.13683795003,-34551.63342949839,0
2023-11-16,4,-31.302025937820517,-0.5939942387196987,-31.302025937820517,0,24.510029722666566,-10.264889449719517,0,0.979940554666868,0,0,2680,2678.8,3339.63,2680,2546,3506.61,-0,104537.18488272354,-65657.4676210792,-26134.40853898589
2023-11-16,5,-18.847687261071048,0.42127671552989365,-18.847687261071048,0,25,0,1,0,2.6616895779857153,1.7744597186571434,2878,2876.85,3587.13,2878,2734.1,3766.49,-0,67609.1044048058,-71921.25,0
2023-11-16,6,-14.5875495539935,8.736101667117554,-14.5875495539935,0,23.669155211007144,0,1,2.6616895779857153,8.586736819542123,5.724491213028082,2921.35,2920.46,3647.46,2921.35,2775.28,3829.83,-0,53207.50349620913,-69124.82102753792,0
2023-11-16,7,-0.19530858493949854,4.407373695954082,-2.3682799309597806,0,20.706631590228938,0,1,8.586736819542123,26.908595662714028,17.939063775142685,5047,5044.89,6305.03,5047,4794.65,6620.28,-0,1231.4264873010864,-104462.67864323007,0
2023-11-16,8,-11.445581161833939,1.9940712107565985,-11.64594388936423,0,11.545702168642986,0,1,26.908595662714028,25.271873320206332,16.84791554680422,5538.87,5538.72,6923.56,5538.87,5261.93,7269.74,-0,79244.16790882699,-63948.41151550628,0
2023-11-16,9,0.8407698274874014,6.308592998480512,0.12611727253580232,0,12.364063339896834,0,1,25.271873320206332,37.08613191639967,24.724087944266447,5534.44,5533.97,6918.02,5534.44,5257.72,7263.92,-0,-4653.1901640393735,-68422.35560108889,0
2023-11-16,10,24.768222000323657,24.768222000323657,0.6057000205170046,0,6.456934041800164,0,1,37.08613191639967,65.02302922603953,43.34868615069302,5200,5196.12,6499.99,5200,4940,6824.99,-0,-128794.75440168302,-33551.004113278665,0
2023-11-16,11,8.104274419758921,16.808313321543228,0.46129558320984226,0,0,0,1,65.02302922603953,72.27385871520248,48.18257247680165,5100,5089.32,6374.99,5100,4845,6693.74,-0,-41331.799540770495,-0,0
2023-11-16,12,-4.906727683477951,4.5725525511802845,-4.906727683477951,35,0,0,1,72.27385871520248,98.45800292191205,65.63866861460804,4100,4078.16,5125,4100,3895,5381.25,-143500,25146.979377824497,-0,0
2023-11-16,13,-14.23843029419184,-0.44588524794042855,-14.23843029419184,35,0,0,1,98.45800292191205,114.88567708146466,76.5904513876431,5250,5238.11,6562.5,5250,4987.5,6890.63,-183750,93439.69880563395,-0,0
